Timestamp,Distance (cm)
30/07/2024 22:29,301 cm
30/07/2024 22:29,301 cm
30/07/2024 22:29,301 cm
30/07/2024 22:29,301 cm
30/07/2024 22:29,302 cm
30/07/2024 22:29,301 cm
30/07/2024 22:29,301 cm
30/07/2024 22:29,301 cm
30/07/2024 22:29,301 cm
30/07/2024 22:29,302 cm
30/07/2024 22:29,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,303 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,301 cm
30/07/2024 22:30,302 cm
30/07/2024 22:30,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,303 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,292 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,303 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,302 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:31,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,303 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,301 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:32,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,303 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,292 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,302 cm
30/07/2024 22:33,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,303 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,303 cm
30/07/2024 22:34,303 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,302 cm
30/07/2024 22:34,301 cm
30/07/2024 22:34,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,303 cm
30/07/2024 22:35,301 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:35,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,291 cm
30/07/2024 22:36,303 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,303 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:36,302 cm
30/07/2024 22:36,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,303 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,303 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,300 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,302 cm
30/07/2024 22:37,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:38,302 cm
30/07/2024 22:38,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,303 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,302 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
30/07/2024 22:39,301 cm
